id,Movie_Name,Released_Year,Run_time,IMDB_Rating,Description,Gross_USD,Director
Un prophète,Un prophète,2009,155,7.9,A young Arab man is sent to a French prison.,2084637,Jacques Audiard
Moon,Moon,2009,97,7.9,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",5009677,Duncan Jones
Låt den rätte komma in,Låt den rätte komma in,2008,114,7.9,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",2122065,Tomas Alfredson
District 9,District 9,2009,112,7.9,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,115646235,Neill Blomkamp
The Wrestler,The Wrestler,2008,109,7.9,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",26236603,Darren Aronofsky
Jab We Met,Jab We Met,2007,138,7.9,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.,410800,Imtiaz Ali
Boyhood,Boyhood,2014,165,7.9,"The life of Mason, from early childhood to his arrival at college.",25379975,Richard Linklater
"4 luni, 3 saptamâni si 2 zile","4 luni, 3 saptamâni si 2 zile",2007,113,7.9,A woman assists her friend in arranging an illegal abortion in 1980s Romania.,1185783,Cristian Mungiu
Star Trek,Star Trek,2009,127,7.9,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,257730019,J.J. Abrams
In Bruges,In Bruges,2008,107,7.9,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",7757130,Martin McDonagh
The Man from Earth,The Man from Earth,2007,87,7.9,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,,Richard Schenkman
Letters from Iwo Jima,Letters from Iwo Jima,2006,141,7.9,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",13756082,Clint Eastwood
The Fall,The Fall,2006,117,7.9,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",2280348,Tarsem Singh
Life of Pi,Life of Pi,2012,127,7.9,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",124987023,Ang Lee
Fantastic Mr. Fox,Fantastic Mr. Fox,2009,87,7.9,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,21002919,Wes Anderson
C.R.A.Z.Y.,C.R.A.Z.Y.,2005,129,7.9,"A young French-Canadian, growing up in the 1960s and 1970s, struggles to reconcile his emerging homosexuality with his father's conservative values and his own Catholic beliefs.",,Jean-Marc Vallée
Les choristes,Les choristes,2004,97,7.9,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.,3635164,Christophe Barratier
Iron Man,Iron Man,2008,126,7.9,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",318412101,Jon Favreau
Shaun of the Dead,Shaun of the Dead,2004,99,7.9,A man's uneventful life is disrupted by the zombie apocalypse.,13542874,Edgar Wright
Gegen die Wand,Gegen die Wand,2004,121,7.9,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.",,Fatih Akin
Mystic River,Mystic River,2003,138,7.9,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,90135191,Clint Eastwood
Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,2004,142,7.9,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",249358727,Alfonso Cuarón
Ying xiong,Ying xiong,2002,120,7.9,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",53710019,Yimou Zhang
Hable con ella,Hable con ella,2002,112,7.9,Two men share an odd friendship while they care for two women who are both in deep comas.,9284265,Pedro Almodóvar
No Man's Land,No Man's Land,2001,98,7.9,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",1059830,Danis Tanovic
Cowboy Bebop: Tengoku no tobira,Cowboy Bebop: Tengoku no tobira,2001,115,7.9,"A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit.",1000045,Shin'ichirô Watanabe
The Bourne Identity,The Bourne Identity,2002,119,7.9,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",121661683,Doug Liman
Nueve reinas,Nueve reinas,2000,114,7.9,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",1221261,Fabián Bielinsky
Children of Men,Children of Men,2006,109,7.9,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",35552383,Alfonso Cuarón
Almost Famous,Almost Famous,2000,122,7.9,A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour.,32534850,Cameron Crowe
Mulholland Dr.,Mulholland Dr.,2001,147,7.9,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",7220243,David Lynch
Toy Story 2,Toy Story 2,1999,92,7.9,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",245852179,John Lasseter
Boogie Nights,Boogie Nights,1997,155,7.9,"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.",26400640,Paul Thomas Anderson
Mimi wo sumaseba,Mimi wo sumaseba,1995,111,7.9,"A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.",,Yoshifumi Kondô
Once Were Warriors,Once Were Warriors,1994,102,7.9,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,2201126,Lee Tamahori
True Romance,True Romance,1993,119,7.9,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.",12281500,Tony Scott
Trois couleurs: Bleu,Trois couleurs: Bleu,1993,94,7.9,A woman struggles to find a way to live her life after the death of her husband and child.,1324974,Krzysztof Kieslowski
Jûbê ninpûchô,Jûbê ninpûchô,1993,94,7.9,A vagabond swordsman is aided by a beautiful ninja girl and a crafty spy in confronting a demonic clan of killers - with a ghost from his past as their leader - who are bent on overthrowing the Tokugawa Shogunate.,,Yoshiaki Kawajiri
Carlito's Way,Carlito's Way,1993,144,7.9,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",36948322,Brian De Palma
Edward Scissorhands,Edward Scissorhands,1990,105,7.9,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",56362352,Tim Burton
My Left Foot: The Story of Christy Brown,My Left Foot: The Story of Christy Brown,1989,103,7.9,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",14743391,Jim Sheridan
Crimes and Misdemeanors,Crimes and Misdemeanors,1989,104,7.9,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,18254702,Woody Allen
The Untouchables,The Untouchables,1987,119,7.9,"During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him.",76270454,Brian De Palma
Hannah and Her Sisters,Hannah and Her Sisters,1986,107,7.9,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",40084041,Woody Allen
Brazil,Brazil,1985,132,7.9,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,9929135,Terry Gilliam
This Is Spinal Tap,This Is Spinal Tap,1984,82,7.9,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",188751,Rob Reiner
A Christmas Story,A Christmas Story,1983,93,7.9,"In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift.",20605209,Bob Clark
The Blues Brothers,The Blues Brothers,1980,133,7.9,"Jake Blues, just released from prison, puts together his old band to save the Catholic home where he and his brother Elwood were raised.",57229890,John Landis
Manhattan,Manhattan,1979,96,7.9,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,45700000,Woody Allen
All That Jazz,All That Jazz,1979,123,7.9,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",37823676,Bob Fosse
Dawn of the Dead,Dawn of the Dead,1978,127,7.9,"Following an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia S.W.A.T. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall.",5100000,George A. Romero
All the President's Men,All the President's Men,1976,138,7.9,"""The Washington Post"" reporters Bob Woodward and Carl Bernstein uncover the details of the Watergate scandal that leads to President Richard Nixon's resignation.",70600000,Alan J. Pakula
La montaña sagrada,La montaña sagrada,1973,114,7.9,"In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment.",61001,Alejandro Jodorowsky
Amarcord,Amarcord,1973,123,7.9,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.,,Federico Fellini
Le charme discret de la bourgeoisie,Le charme discret de la bourgeoisie,1972,102,7.9,"A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.",198809,Luis Buñuel
"Aguirre, der Zorn Gottes","Aguirre, der Zorn Gottes",1972,95,7.9,"In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.",,Werner Herzog
Harold and Maude,Harold and Maude,1971,91,7.9,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",,Hal Ashby
Patton,Patton,1970,172,7.9,The World War II phase of the career of controversial American general George S. Patton.,61700000,Franklin J. Schaffner
The Wild Bunch,The Wild Bunch,1969,145,7.9,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",12064472,Sam Peckinpah
Night of the Living Dead,Night of the Living Dead,1968,96,7.9,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.,89029,George A. Romero
The Lion in Winter,The Lion in Winter,1968,134,7.9,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. They and his wife variously plot to force him.",22276975,Anthony Harvey
In the Heat of the Night,In the Heat of the Night,1967,110,7.9,A black police detective is asked to investigate a murder in a racially hostile southern town.,24379978,Norman Jewison
Charade,Charade,1963,113,7.9,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,13474588,Stanley Donen
The Manchurian Candidate,The Manchurian Candidate,1962,126,7.9,A former prisoner of war is brainwashed as an unwitting assassin for an international Communist conspiracy.,,John Frankenheimer
Spartacus,Spartacus,1960,197,7.9,The slave Spartacus leads a violent revolt against the decadent Roman Republic.,30000000,Stanley Kubrick
L'avventura,L'avventura,1960,144,7.9,"A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.",,Michelangelo Antonioni
Hiroshima mon amour,Hiroshima mon amour,1959,90,7.9,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,88300,Alain Resnais
The Ten Commandments,The Ten Commandments,1956,220,7.9,"Moses, an Egyptian Prince, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.",93740000,Cecil B. DeMille
The Searchers,The Searchers,1956,119,7.9,An American Civil War veteran embarks on a journey to rescue his niece from the Comanches.,,John Ford
East of Eden,East of Eden,1955,118,7.9,"Two brothers struggle to maintain their strict, Bible-toting father's favor.",,Elia Kazan
High Noon,High Noon,1952,85,7.9,"A town Marshal, despite the disagreements of his newlywed bride and the townspeople around him, must face a gang of deadly killers alone at high noon when the gang leader, an outlaw he sent up years ago, arrives on the noon train.",9450000,Fred Zinnemann
Strangers on a Train,Strangers on a Train,1951,101,7.9,A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder.,7630000,Alfred Hitchcock
Harvey,Harvey,1950,104,7.9,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.",,Henry Koster
Miracle on 34th Street,Miracle on 34th Street,1947,96,7.9,"When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing.",2650000,George Seaton
Notorious,Notorious,1946,102,7.9,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,10464000,Alfred Hitchcock
The Big Sleep,The Big Sleep,1946,114,7.9,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",6540000,Howard Hawks
The Lost Weekend,The Lost Weekend,1945,101,7.9,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,9460000,Billy Wilder
The Philadelphia Story,The Philadelphia Story,1940,112,7.9,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",,George Cukor
His Girl Friday,His Girl Friday,1940,92,7.9,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,296000,Howard Hawks
The Adventures of Robin Hood,The Adventures of Robin Hood,1938,102,7.9,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.",3981000,Michael Curtiz
A Night at the Opera,A Night at the Opera,1935,96,7.9,A sly business manager and two wacky friends of two opera singers help them achieve success while humiliating their stuffy and snobbish enemies.,2537520,Sam Wood
King Kong,King Kong,1933,100,7.9,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,10000000,Merian C. Cooper
Freaks,Freaks,1932,64,7.9,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",,Tod Browning
Nosferatu,Nosferatu,1922,94,7.9,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,,F.W. Murnau
The Gentlemen,The Gentlemen,2019,113,7.8,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",,Guy Ritchie
Raazi,Raazi,2018,138,7.8,A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.,,Meghna Gulzar
Sound of Metal,Sound of Metal,2019,120,7.8,A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.,,Darius Marder
Forushande,Forushande,2016,124,7.8,"While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",2402067,Asghar Farhadi
Dunkirk,Dunkirk,2017,106,7.8,"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",188373161,Christopher Nolan
Perfetti sconosciuti,Perfetti sconosciuti,2016,96,7.8,"Seven long-time friends get together for a dinner. When they decide to share with each other the content of every text message, email and phone call they receive, many secrets start to unveil and the equilibrium trembles.",,Paolo Genovese
Hidden Figures,Hidden Figures,2016,127,7.8,The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,169607287,Theodore Melfi
Paddington 2,Paddington 2,2017,103,7.8,"Paddington (Ben Whishaw), now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's (Imelda Staunton's) 100th birthday, only for the gift to be stolen.",40442052,Paul King
Udta Punjab,Udta Punjab,2016,148,7.8,A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,,Abhishek Chaubey
Kubo and the Two Strings,Kubo and the Two Strings,2016,101,7.8,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,48023088,Travis Knight
M.S. Dhoni: The Untold Story,M.S. Dhoni: The Untold Story,2016,184,7.8,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,1782795,Neeraj Pandey
Manchester by the Sea,Manchester by the Sea,2016,137,7.8,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,47695120,Kenneth Lonergan
Under sandet,Under sandet,2015,100,7.8,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.",435266,Martin Zandvliet
Rogue One,Rogue One,2016,133,7.8,The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the plans for the Death Star.,532177324,Gareth Edwards
Captain America: Civil War,Captain America: Civil War,2016,147,7.8,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,408084349,Anthony Russo
The Hateful Eight,The Hateful Eight,2015,168,7.8,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",54117416,Quentin Tarantino
Little Women,Little Women,2019,135,7.8,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",108101214,Greta Gerwig
Loving Vincent,Loving Vincent,2017,94,7.8,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.",6735118,Dorota Kobiela
Pride,Pride,2014,119,7.8,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,,Matthew Warchus
Le passé,Le passé,2013,130,7.8,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.",1330596,Asghar Farhadi
La grande bellezza,La grande bellezza,2013,141,7.8,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",2852400,Paolo Sorrentino
The Lunchbox,The Lunchbox,2013,104,7.8,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,4231500,Ritesh Batra
Vicky Donor,Vicky Donor,2012,126,7.8,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.",169209,Shoojit Sircar
Big Hero 6,Big Hero 6,2014,102,7.8,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",222527828,Don Hall
About Time,About Time,2013,123,7.8,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",15322921,Richard Curtis
English Vinglish,English Vinglish,2012,134,7.8,"A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.",1670773,Gauri Shinde
Kaze tachinu,Kaze tachinu,2013,126,7.8,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",5209580,Hayao Miyazaki
Toy Story 4,Toy Story 4,2019,100,7.8,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",434038008,Josh Cooley
La migliore offerta,La migliore offerta,2013,131,7.8,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,85433,Giuseppe Tornatore
Moonrise Kingdom,Moonrise Kingdom,2012,94,7.8,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",45512466,Wes Anderson
How to Train Your Dragon 2,How to Train Your Dragon 2,2014,102,7.8,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",177002924,Dean DeBlois
The Big Short,The Big Short,2015,130,7.8,In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.,70259870,Adam McKay
Kokuhaku,Kokuhaku,2010,106,7.8,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.,,Tetsuya Nakashima
Ang-ma-reul bo-at-da,Ang-ma-reul bo-at-da,2010,144,7.8,A secret agent exacts revenge on a serial killer through a series of captures and releases.,128392,Jee-woon Kim
The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,2011,158,7.8,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",102515793,David Fincher
Captain Phillips,Captain Phillips,2013,134,7.8,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",107100855,Paul Greengrass
Ajeossi,Ajeossi,2010,119,7.8,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.,6460,Jeong-beom Lee
Straight Outta Compton,Straight Outta Compton,2015,147,7.8,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",161197785,F. Gary Gray
Madeo,Madeo,2009,129,7.8,A mother desperately searches for the killer who framed her son for a girl's horrific murder.,547292,Bong Joon Ho
Chugyeokja,Chugyeokja,2008,125,7.8,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.,,Hong-jin Na
The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013,161,7.8,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",258366855,Peter Jackson
Das weiße Band - Eine deutsche Kindergeschichte,Das weiße Band - Eine deutsche Kindergeschichte,2009,144,7.8,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",2222647,Michael Haneke
Män som hatar kvinnor,Män som hatar kvinnor,2009,152,7.8,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,10095170,Niels Arden Oplev
The Trial of the Chicago 7,The Trial of the Chicago 7,2020,129,7.8,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",,Aaron Sorkin
Druk,Druk,2020,117,7.8,"Four friends, all high school teachers, test a theory that they will improve their lives by maintaining a constant level of alcohol in their blood.",,Thomas Vinterberg
The Fighter,The Fighter,2010,116,7.8,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",93617009,David O. Russell
Taken,Taken,2008,90,7.8,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",145000989,Pierre Morel
The Boy in the Striped Pyjamas,The Boy in the Striped Pyjamas,2008,94,7.8,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",9030581,Mark Herman
Once,Once,2007,86,7.8,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",9439923,John Carney
The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012,169,7.8,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",303003568,Peter Jackson
Auf der anderen Seite,Auf der anderen Seite,2007,122,7.8,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.,741283,Fatih Akin
Atonement,Atonement,2007,123,7.8,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,50927067,Joe Wright
Drive,Drive,2011,100,7.8,A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.,35061555,Nicolas Winding Refn
American Gangster,American Gangster,2007,157,7.8,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",130164645,Ridley Scott
Avatar,Avatar,2009,162,7.8,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,760507625,James Cameron
Mr. Nobody,Mr. Nobody,2009,141,7.8,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",3600,Jaco Van Dormael
Apocalypto,Apocalypto,2006,139,7.8,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",50866635,Mel Gibson
Little Miss Sunshine,Little Miss Sunshine,2006,101,7.8,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,59891098,Jonathan Dayton
Hot Fuzz,Hot Fuzz,2007,121,7.8,A skilled London police officer is transferred to a small town with a dark secret.,23637265,Edgar Wright
The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,2008,166,7.8,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",127509326,David Fincher
Veer-Zaara,Veer-Zaara,2004,192,7.8,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.",2921738,Yash Chopra
Adams æbler,Adams æbler,2005,94,7.8,A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.,1305,Anders Thomas Jensen
Pride & Prejudice,Pride & Prejudice,2005,129,7.8,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",38405088,Joe Wright
The World's Fastest Indian,The World's Fastest Indian,2005,127,7.8,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.",5128124,Roger Donaldson
Tôkyô goddofâzâzu,Tôkyô goddofâzâzu,2003,90,7.8,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",128985,Satoshi Kon
Serenity,Serenity,2005,119,7.8,The crew of the ship Serenity try to evade an assassin sent to recapture one of their members who is telepathic.,25514517,Joss Whedon
Walk the Line,Walk the Line,2005,136,7.8,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",119519402,James Mangold
Ondskan,Ondskan,2003,113,7.8,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back.",15280,Mikael Håfström
The Notebook,The Notebook,2004,123,7.8,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences.",81001787,Nick Cassavetes
