"key","subtype","WorkOrderCompletionDateTime","description","WorkOrderMainWorkCenter","System","WorkOrderIsOnshoreDeliveryHold","assetNames","OverallMaterialStatus","WorkOrderStatusDescription","Deadline","WorkOrderScheduledStartDateTime","PlannerGroup","WorkOrderReschedulingCounter","WorkOrderIsCancelled","Location","WorkOrderUserStatusDescription","name","WorkOrderPriorityType","ScheduledStart","source","startTime","externalId","WorkOrderDiscipline","OrderType","WorkOrderPlannerGroup","assetExternalIds","isClosed","RequiresHotWork","Overall Mat status","TotalActualWork","WorkOrderReturnMaterialStatus","WorkOrderLocation","LongText","Description","WorkOrderSystemStatus","WorkOrderDurationHours","WorkOrderUserStatus","StaticRevisionCode","WorkOrderPriority","WorkOrderStatus","Revision","Work","endTime","WorkOrderMaterialStatus","RevisionID","WorkOrderActualDurationHours","WorkOrderType","WorkOrderFunctionalLocation","WorkOrder_ItemNames","WorkPackage","Order","WorkOrderDescription","WorkOrderSystemStatusDescription","WorkOrderNumber","Cost","type","WorkOrder_AssetNames","WorkOrderDueDateTime","WorkOrderIsSafetyCritical","CoreResource","ScheduledFinish","WorkOrderScheduledEndDateTime","WorkOrderTitle","healthWarning"
"WO_20149041","","Sun, 14 May 2023 11:23:46 GMT","Required:  ESDV inspection","ELEC","015","0","[""23-TE-96111-03""]","CMAT","Ready for execution","Mon, 15 May 2023 11:23:46 GMT","Fri, 12 May 2023 11:23:46 GMT","CONSTRUCTION","0","0","LOR","Ready for execution","23-TE-96111-03","3","Fri, 12 May 2023 11:23:46 GMT","SAP","1683890626342","WO_20149041","ELEC","CM01","CONSTRUCTION","[""23-TE-96111-03""]","false","Yes","CMAT","13","CMAT","23-TE-96111-03","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Required:  ESDV inspection","REL","13","RDEX","41NOEV","3","RDEX","41NOEV","13","1684063426342","CMAT","-11","13","CM01","23-TE-96111-03","23-TE-96111-03","LOR-PACKAGE-01","20149041","Required:  ESDV inspection","REL","20149041","40","WorkOrder","[""23-TE-96111-03""]","Mon, 15 May 2023 11:23:46 GMT","NO","ELEC","Sun, 14 May 2023 11:23:46 GMT","Sun, 14 May 2023 11:23:46 GMT","Required:  ESDV inspection",""
"WO_20181807","","Tue, 11 Apr 2023 11:23:46 GMT","General ESV maintenance","SUPV","014","0","[""23-HV-92527-03""]","WMATA","Ready for execution","Thu, 13 Apr 2023 11:23:46 GMT","Sun, 09 Apr 2023 11:23:46 GMT","BASE OPERATIONS","0","0","LOR","Ready for execution","23-HV-92527-03","3","Sun, 09 Apr 2023 11:23:46 GMT","SAP","1681039426479","WO_20181807","SUPV","PM01","BASE OPERATIONS","[""23-HV-92527-03""]","false","No","WMATA","35","WMATA","23-HV-92527-03","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","General ESV maintenance","REL","35","RDEX","41NOEV","3","RDEX","41NOEV","35","1681212226479","WMATA","-29","35","PM01","23-HV-92527-03","23-HV-92527-03","LOR-SHUTDOWN-22","20181807","General ESV maintenance","REL","20181807","59","WorkOrder","[""23-HV-92527-03""]","Thu, 13 Apr 2023 11:23:46 GMT","NO","SUPV","Tue, 11 Apr 2023 11:23:46 GMT","Tue, 11 Apr 2023 11:23:46 GMT","General ESV maintenance","[""Work order is not ready for execution""]"
"WO_20360953","","Wed, 14 Jun 2023 11:23:46 GMT","Instrumentation VALVE test","ELEC","019","0","[""23-EPV-92551B""]","CMAT","Ready for execution","Wed, 28 Jun 2023 11:23:46 GMT","Mon, 12 Jun 2023 11:23:46 GMT","BASE OPERATIONS","0","0","LOR","Ready for execution","23-EPV-92551B","3","Mon, 12 Jun 2023 11:23:46 GMT","SAP","1686569026372","WO_20360953","ELEC","CM01","BASE OPERATIONS","[""23-EPV-92551B""]","false","No","CMAT","43","CMAT","23-EPV-92551B","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Instrumentation VALVE test","REL","43","RDEX","41NOEV","3","RDEX","41NOEV","43","1686741826372","CMAT","-15","43","CM01","23-EPV-92551B","23-EPV-92551B","LOR-PACKAGE-02","20360953","Instrumentation VALVE test","REL","20360953","98","WorkOrder","[""23-EPV-92551B""]","Wed, 28 Jun 2023 11:23:46 GMT","NO","ELEC","Wed, 14 Jun 2023 11:23:46 GMT","Wed, 14 Jun 2023 11:23:46 GMT","Instrumentation VALVE test","[""Work order is not ready for execution""]"
"WO_20562417","","Sat, 27 May 2023 11:23:46 GMT","General PSV survey","INST","011","0","[""23-YSDP-92526""]","CMAT","Ready for execution","Thu, 01 Jun 2023 11:23:46 GMT","Wed, 24 May 2023 11:23:46 GMT","CAMPAIGNS","0","0","LOR","Ready for execution","23-YSDP-92526","2","Wed, 24 May 2023 11:23:46 GMT","SAP","1684927426424","WO_20562417","INST","PM02","CAMPAIGNS","[""23-YSDP-92526""]","false","No","CMAT","23","CMAT","23-YSDP-92526","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","General PSV survey","REL","23","RDEX","41NOEV","2","RDEX","41NOEV","23","1685186626424","CMAT","-21","23","PM02","23-YSDP-92526","23-YSDP-92526","LOR-PACKAGE-02","20562417","General PSV survey","REL","20562417","35","WorkOrder","[""23-YSDP-92526""]","Thu, 01 Jun 2023 11:23:46 GMT","NO","INST","Sat, 27 May 2023 11:23:46 GMT","Sat, 27 May 2023 11:23:46 GMT","General PSV survey","[""Work order is not ready for execution""]"
"WO_20858515","","Sat, 17 Jun 2023 11:23:46 GMT","Required:  ESDV failure","WELD","015","0","[""23-YT-96117-01""]","CMAT","Ready for execution","Sat, 24 Jun 2023 11:23:46 GMT","Thu, 15 Jun 2023 11:23:46 GMT","BASE OPERATIONS","0","0","LOR","Ready for execution","23-YT-96117-01","4","Thu, 15 Jun 2023 11:23:46 GMT","SAP","1686828226373","WO_20858515","WELD","PM01","BASE OPERATIONS","[""23-YT-96117-01""]","false","No","CMAT","68","CMAT","23-YT-96117-01","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Required:  ESDV failure","REL","68","RDEX","41NOEV","4","RDEX","41NOEV","68","1687001026373","CMAT","-15","68","PM01","23-YT-96117-01","23-YT-96117-01","LOR-PACKAGE-03","20858515","Required:  ESDV failure","REL","20858515","87","WorkOrder","[""23-YT-96117-01""]","Sat, 24 Jun 2023 11:23:46 GMT","NO","WELD","Sat, 17 Jun 2023 11:23:46 GMT","Sat, 17 Jun 2023 11:23:46 GMT","Required:  ESDV failure",""
"WO_20911320","","Fri, 21 Apr 2023 11:23:46 GMT","General BDSV maintenance","MECH","018","0","[""23-XT-96108""]","CMAT","Ready for execution","Fri, 05 May 2023 11:23:46 GMT","Tue, 18 Apr 2023 11:23:46 GMT","BASE OPERATIONS","0","0","LOR","Ready for execution","23-XT-96108","4","Tue, 18 Apr 2023 11:23:46 GMT","SAP","1681817026443","WO_20911320","MECH","CM02","BASE OPERATIONS","[""23-XT-96108""]","false","No","CMAT","23","CMAT","23-XT-96108","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","General BDSV maintenance","REL","23","RDEX","41NOEV","4","RDEX","41NOEV","23","1682076226443","CMAT","-23","23","CM02","23-XT-96108","23-XT-96108","LOR-PACKAGE-01","20911320","General BDSV maintenance","REL","20911320","72","WorkOrder","[""23-XT-96108""]","Fri, 05 May 2023 11:23:46 GMT","NO","MECH","Fri, 21 Apr 2023 11:23:46 GMT","Fri, 21 Apr 2023 11:23:46 GMT","General BDSV maintenance",""
"WO_21846979","","Tue, 20 Jun 2023 11:23:46 GMT","Leaking ESV survey","ELEC","019","0","[""23-PSV-96173""]","CMAT","Ready for execution","Thu, 06 Jul 2023 11:23:46 GMT","Fri, 16 Jun 2023 11:23:46 GMT","CAMPAIGNS","0","0","LOR","Ready for execution","23-PSV-96173","3","Fri, 16 Jun 2023 11:23:46 GMT","SAP","1686914626357","WO_21846979","ELEC","PM01","CAMPAIGNS","[""23-PSV-96173""]","false","No","CMAT","23","CMAT","23-PSV-96173","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Leaking ESV survey","REL","23","RDEX","41NOEV","3","RDEX","41NOEV","23","1687260226357","CMAT","-13","23","PM01","23-PSV-96173","23-PSV-96173","ONS-SHUTDOWN-01","21846979","Leaking ESV survey","REL","21846979","89","WorkOrder","[""23-PSV-96173""]","Thu, 06 Jul 2023 11:23:46 GMT","NO","ELEC","Tue, 20 Jun 2023 11:23:46 GMT","Tue, 20 Jun 2023 11:23:46 GMT","Leaking ESV survey",""
"WO_22019557","","Sat, 06 May 2023 11:23:46 GMT","Leaking ESDV safety check","MECH","018","0","[""48-PAL-96961""]","CMAT","Ready for execution","Fri, 12 May 2023 11:23:46 GMT","Wed, 03 May 2023 11:23:46 GMT","CONSTRUCTION","0","0","LOR","Ready for execution","48-PAL-96961","4","Wed, 03 May 2023 11:23:46 GMT","SAP","1683113026473","WO_22019557","MECH","PM01","CONSTRUCTION","[""48-PAL-96961""]","false","No","CMAT","58","CMAT","48-PAL-96961","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Leaking ESDV safety check","REL","58","RDEX","41NOEV","4","RDEX","41NOEV","58","1683372226473","CMAT","-27","58","PM01","48-PAL-96961","48-PAL-96961","LOR-SHUTDOWN-21","22019557","Leaking ESDV safety check","REL","22019557","70","WorkOrder","[""48-PAL-96961""]","Fri, 12 May 2023 11:23:46 GMT","NO","MECH","Sat, 06 May 2023 11:23:46 GMT","Sat, 06 May 2023 11:23:46 GMT","Leaking ESDV safety check",""
"WO_22159652","","Fri, 14 Apr 2023 11:23:46 GMT","General ESDV shutdown","SUPV","011","0","[""23-TI-92502""]","CMAT","Ready for execution","Sat, 29 Apr 2023 11:23:46 GMT","Wed, 12 Apr 2023 11:23:46 GMT","CONSTRUCTION","0","0","LOR","Ready for execution","23-TI-92502","3","Wed, 12 Apr 2023 11:23:46 GMT","SAP","1681298626393","WO_22159652","SUPV","CM01","CONSTRUCTION","[""23-TI-92502""]","false","No","CMAT","7","CMAT","23-TI-92502","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","General ESDV shutdown","REL","7","RDEX","41NOEV","3","RDEX","41NOEV","7","1681471426393","CMAT","-19","7","CM01","23-TI-92502","23-TI-92502","LOR-PACKAGE-02","22159652","General ESDV shutdown","REL","22159652","57","WorkOrder","[""23-TI-92502""]","Sat, 29 Apr 2023 11:23:46 GMT","NO","SUPV","Fri, 14 Apr 2023 11:23:46 GMT","Fri, 14 Apr 2023 11:23:46 GMT","General ESDV shutdown",""
"WO_22426339","","Thu, 13 Apr 2023 11:23:46 GMT","Leaking ESDV test","TECH","012","0","[""23-PDI-92501""]","CMAT","Ready for execution","Mon, 24 Apr 2023 11:23:46 GMT","Sun, 09 Apr 2023 11:23:46 GMT","CONSTRUCTION","0","0","LOR","Ready for execution","23-PDI-92501","4","Sun, 09 Apr 2023 11:23:46 GMT","SAP","1681039426331","WO_22426339","TECH","PM02","CONSTRUCTION","[""23-PDI-92501""]","false","No","CMAT","17","CMAT","23-PDI-92501","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Leaking ESDV test","REL","17","RDEX","41NOEV","4","RDEX","41NOEV","17","1681385026331","CMAT","-11","17","PM02","23-PDI-92501","23-PDI-92501","LOR-PACKAGE-02","22426339","Leaking ESDV test","REL","22426339","84","WorkOrder","[""23-PDI-92501""]","Mon, 24 Apr 2023 11:23:46 GMT","NO","TECH","Thu, 13 Apr 2023 11:23:46 GMT","Thu, 13 Apr 2023 11:23:46 GMT","Leaking ESDV test",""
"WO_22545461","","Sat, 29 Apr 2023 11:23:46 GMT","General ESV failure","WELD","016","0","[""23-TT-92532-MB""]","CMAT","Ready for execution","Mon, 01 May 2023 11:23:46 GMT","Wed, 26 Apr 2023 11:23:46 GMT","BASE OPERATIONS","0","0","LOR","Ready for execution","23-TT-92532-MB","4","Wed, 26 Apr 2023 11:23:46 GMT","SAP","1682508226385","WO_22545461","WELD","PM02","BASE OPERATIONS","[""23-TT-92532-MB""]","false","No","CMAT","18","CMAT","23-TT-92532-MB","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","General ESV failure","REL","18","RDEX","41NOEV","4","RDEX","41NOEV","18","1682767426385","CMAT","-17","18","PM02","23-TT-92532-MB","23-TT-92532-MB","LOR-PACKAGE-03","22545461","General ESV failure","REL","22545461","14","WorkOrder","[""23-TT-92532-MB""]","Mon, 01 May 2023 11:23:46 GMT","NO","WELD","Sat, 29 Apr 2023 11:23:46 GMT","Sat, 29 Apr 2023 11:23:46 GMT","General ESV failure",""
"WO_22682651","","Fri, 28 Apr 2023 11:23:46 GMT","Initial VALVE shutdown","INST","014","0","[""23-XT-96124""]","CMAT","Ready for execution","Sat, 06 May 2023 11:23:46 GMT","Wed, 26 Apr 2023 11:23:46 GMT","CONSTRUCTION","0","0","LOR","Ready for execution","23-XT-96124","3","Wed, 26 Apr 2023 11:23:46 GMT","SAP","1682508226352","WO_22682651","INST","PM01","CONSTRUCTION","[""23-XT-96124""]","false","No","CMAT","24","CMAT","23-XT-96124","DESCRIPTION OF FAULT: The hypochlorite generators have been neglected for over 1 year with PPMs deferred and no vendor sent for support. CONSEQUENCE / IMPACT: Units out of service MITIGATIONS AND / OR CORRECTIVE STEPS REQUIRED OR TAKEN: What actions are required or have been taken: ·   To minimize the severity of the fault? ·   Reduce the likelihood of the consequence occurring? ·   To manage or prevent the situation from deteriorating? ·   How robust and how long will the mitigation last? MANNING; MATERIAL AND SPECIAL TOOLS REQUIRED 1 engineer for 2 days engineer to bring basic toolkit for any immediate repairs LOCATION / ACCESS REQUIREMENTS / SCAFFOLD / ANY OTHER INFO TERMINATION DRAWING: LAYOUT DRAWING: SUGGESTED FIX: vendor to get a baseline of the condition of all units in the field in order to asses the appropriate maintenance action to be taken. The line walk <(>&<)> survey would cover the complete system from tank to injection point including: - general inspection of pipe work and tubing installations - inspection of tank - check of calibration dates for PSV/PRV <(>&<)> Gauges - check setting of PSV - check injection pressure - measure pumped volume - check shut-of valves and bleed valves - check conditions of cables - check conditions of instruments - check pulsation dampers ( pre-charging if needed ) - check function of check valves - check start/stop function Any immediate repairs can also be done on site by the attending engineer.","Initial VALVE shutdown","REL","24","RDEX","41NOEV","3","RDEX","41NOEV","24","1682681026352","CMAT","-13","24","PM01","23-XT-96124","23-XT-96124","LOR-PACKAGE-01","22682651","Initial VALVE shutdown","REL","22682651","7","WorkOrder","[""23-XT-96124""]","Sat, 06 May 2023 11:23:46 GMT","NO","INST","Fri, 28 Apr 2023 11:23:46 GMT","Fri, 28 Apr 2023 11:23:46 GMT","Initial VALVE shutdown",""
