"key","startTime","externalId","subtype","Sum Resv Qty","assetExternalIds","Sum of avl stk","endTime","Shipment no.","isDeleted","PO1 Plan dt","Container no.","Material Availability Offshore","Reqmt Qty","OrderKey","description","Dlv qty cum","Material","Material Availability Onshore","RealisticStartDt","type"
"MATERIAL_5108530_2","1679052226350","MATERIAL_5108530_2","5108530","5","[""23-PT-92521""]","4","1679052226350","13956","false","2023-03-08T11:23:46.350Z","33671","Green","6","5108530","Materials for 5108530","5","10870","Green","2023-03-08T11:23:46.350Z","Material"
"MATERIAL_5108530_3","1679052226350","MATERIAL_5108530_3","5108530","5","[""23-PT-92521""]","5","1679052226350","15142","false","2023-03-08T11:23:46.350Z","25516","Green","6","5108530","Materials for 5108530","6","28268","Green","2023-03-08T11:23:46.350Z","Material"
"MATERIAL_5239571_4","1679052226463","MATERIAL_5239571_4","5239571","5","[""LOR_NORWAY_SYSTEM_010_10XI2001""]","5","1679052226463","18461","false","2023-04-29T11:23:46.463Z","33306","Green","6","5239571","Materials for 5239571","6","37932","Green","2023-04-29T11:23:46.463Z","Material"
"MATERIAL_5264103_3","1679052226328","MATERIAL_5264103_3","5264103","5","[""23-PT-96186-02""]","3","1679052226328","20965","false","2023-02-27T11:23:46.327Z","18403","Green","6","5264103","Materials for 5264103","4","15568","Green","2023-02-27T11:23:46.327Z","Material"
"MATERIAL_5269925_4","1679052226370","MATERIAL_5269925_4","5269925","2","[""23-YT-96134-01""]","2","1679052226370","24058","false","2023-04-23T11:23:46.370Z","32027","Green","3","5269925","Materials for 5269925","3","20571","Green","2023-04-23T11:23:46.370Z","Material"
"MATERIAL_5410954_2","1679052226369","MATERIAL_5410954_2","5410954","2","[""23-PAH-96153""]","8","1679052226369","18970","false","2023-04-06T11:23:46.369Z","12772","Green","3","5410954","Materials for 5410954","9","18685","Green","2023-04-06T11:23:46.369Z","Material"
"MATERIAL_5457318_3","1679052226347","MATERIAL_5457318_3","5457318","3","[""LOR_NORWAY_SYSTEM_021_LT96182-01""]","2","1679052226347","25796","false","2023-05-27T11:23:46.347Z","27861","Green","4","5457318","Materials for 5457318","3","31107","Green","2023-05-27T11:23:46.347Z","Material"
"MATERIAL_5457318_5","1679052226347","MATERIAL_5457318_5","5457318","1","[""LOR_NORWAY_SYSTEM_021_LT96182-01""]","4","1679052226347","30176","false","2023-05-27T11:23:46.347Z","39135","Green","2","5457318","Materials for 5457318","5","18593","Green","2023-05-27T11:23:46.347Z","Material"
"MATERIAL_5861380_3","1679052226373","MATERIAL_5861380_3","5861380","3","[""23-YXY-92445-05""]","5","1679052226373","28438","false","2023-05-24T11:23:46.373Z","35280","Green","4","5861380","Materials for 5861380","6","24920","Green","2023-05-24T11:23:46.373Z","Material"
"MATERIAL_5897752_1","1679052226383","MATERIAL_5897752_1","5897752","4","[""23-PI-92540""]","9","1679052226383","14945","false","2023-03-06T11:23:46.383Z","37645","Green","5","5897752","Materials for 5897752","10","22310","Green","2023-03-06T11:23:46.383Z","Material"
"MATERIAL_5929371_3","1679052226347","MATERIAL_5929371_3","5929371","1","[""23-PAH-96160-03""]","5","1679052226347","18279","false","2023-05-25T11:23:46.347Z","14188","Green","2","5929371","Materials for 5929371","6","26202","Green","2023-05-25T11:23:46.347Z","Material"
"MATERIAL_6133755_1","1679052226393","MATERIAL_6133755_1","6133755","3","[""23-GG-9105""]","1","1679052226393","26157","false","2023-03-09T11:23:46.393Z","23596","Green","4","6133755","Materials for 6133755","2","26471","Green","2023-03-09T11:23:46.393Z","Material"
"MATERIAL_6239693_0","1679052226373","MATERIAL_6239693_0","6239693","1","[""LOR_NORWAY_SYSTEM_021_FO96176-02""]","4","1679052226373","35920","false","2023-02-21T11:23:46.373Z","12646","Green","2","6239693","Materials for 6239693","5","36775","Green","2023-02-21T11:23:46.373Z","Material"
"MATERIAL_6239693_1","1679052226373","MATERIAL_6239693_1","6239693","4","[""LOR_NORWAY_SYSTEM_021_FO96176-02""]","1","1679052226373","37651","false","2023-02-21T11:23:46.373Z","17259","Green","5","6239693","Materials for 6239693","2","35762","Green","2023-02-21T11:23:46.373Z","Material"
"MATERIAL_6422143_1","1679052226447","MATERIAL_6422143_1","6422143","3","[""23-TX-9103""]","8","1679052226447","27381","false","2023-05-12T11:23:46.447Z","10605","Green","4","6422143","Materials for 6422143","9","29281","Green","2023-05-12T11:23:46.447Z","Material"
"MATERIAL_6457358_0","1679052226353","MATERIAL_6457358_0","6457358","1","[""23-PI-92532""]","1","1679052226353","17666","false","2023-04-07T11:23:46.353Z","26698","Green","2","6457358","Materials for 6457358","2","16018","Green","2023-04-07T11:23:46.353Z","Material"
"MATERIAL_6533547_10","1679052226481","MATERIAL_6533547_10","6533547","2","[""23-YAH-96119-02""]","","1679052226481","","false","2023-06-11T11:23:46.481Z","","Red","3","6533547","Materials for 6533547","","11729","Orange","2023-06-11T11:23:46.481Z","Material"
"MATERIAL_6585049_5","1679052226475","MATERIAL_6585049_5","6585049","5","[""45-TI-96196""]","3","1679052226475","35415","false","2023-04-28T11:23:46.475Z","27713","Green","6","6585049","Materials for 6585049","4","16036","Green","2023-04-28T11:23:46.475Z","Material"
"MATERIAL_6852227_3","1679052226361","MATERIAL_6852227_3","6852227","5","[""23-FO-92545""]","2","1679052226361","10498","false","2023-03-13T11:23:46.361Z","29728","Green","6","6852227","Materials for 6852227","3","17290","Green","2023-03-13T11:23:46.361Z","Material"
"MATERIAL_6971937_2","1679052226358","MATERIAL_6971937_2","6971937","2","[""60-EN-9010B+27G1""]","2","1679052226358","22920","false","2023-05-27T11:23:46.358Z","37489","Green","3","6971937","Materials for 6971937","3","36480","Green","2023-05-27T11:23:46.358Z","Material"
"MATERIAL_7049522_0","1679052226346","MATERIAL_7049522_0","7049522","3","[""23-PAHH-96157-02""]","7","1679052226346","24822","false","2023-05-21T11:23:46.346Z","25636","Green","4","7049522","Materials for 7049522","8","34841","Green","2023-05-21T11:23:46.346Z","Material"
"MATERIAL_7125554_6","1679052226435","MATERIAL_7125554_6","7125554","3","[""23-TAH-96183""]","6","1679052226435","34308","false","2023-03-11T11:23:46.435Z","19327","Green","4","7125554","Materials for 7125554","7","20512","Green","2023-03-11T11:23:46.435Z","Material"
"MATERIAL_7412264_1","1679052226444","MATERIAL_7412264_1","7412264","2","[""23-FE-96152""]","2","1679052226444","17152","false","2023-04-04T11:23:46.444Z","33619","Green","3","7412264","Materials for 7412264","3","23459","Green","2023-04-04T11:23:46.444Z","Material"
"MATERIAL_7606722_7","1679052226481","MATERIAL_7606722_7","7606722","4","[""23-XY-96125""]","","1679052226481","","false","2023-04-09T11:23:46.481Z","","Orange","5","7606722","Materials for 7606722","","13996","Orange","2023-04-09T11:23:46.481Z","Material"
"MATERIAL_7696087_5","1679052226423","MATERIAL_7696087_5","7696087","5","[""23-YSDP-92526""]","6","1679052226423","14528","false","2023-04-12T11:23:46.423Z","22087","Green","6","7696087","Materials for 7696087","7","38578","Green","2023-04-12T11:23:46.423Z","Material"
"MATERIAL_7750709_5","1679052226475","MATERIAL_7750709_5","7750709","2","[""23-PSV-96139""]","8","1679052226475","35931","false","2023-05-01T11:23:46.475Z","15227","Green","3","7750709","Materials for 7750709","9","29128","Green","2023-05-01T11:23:46.475Z","Material"
"MATERIAL_7816026_3","1679052226368","MATERIAL_7816026_3","7816026","2","[""23-EZSH-92521""]","3","1679052226368","22612","false","2023-04-05T11:23:46.368Z","36130","Green","3","7816026","Materials for 7816026","4","37431","Green","2023-04-05T11:23:46.368Z","Material"
"MATERIAL_7853050_1","1679052226459","MATERIAL_7853050_1","7853050","3","[""23-GE-9110B""]","3","1679052226459","27920","false","2023-03-06T11:23:46.459Z","36935","Green","4","7853050","Materials for 7853050","4","28152","Green","2023-03-06T11:23:46.459Z","Material"
"MATERIAL_7962039_2","1679052226371","MATERIAL_7962039_2","7962039","1","[""23-ESDV-92551A-J01""]","7","1679052226371","18812","false","2023-05-03T11:23:46.371Z","21759","Green","2","7962039","Materials for 7962039","8","12844","Green","2023-05-03T11:23:46.371Z","Material"
"MATERIAL_7962039_3","1679052226371","MATERIAL_7962039_3","7962039","2","[""23-ESDV-92551A-J01""]","8","1679052226371","19784","false","2023-05-03T11:23:46.371Z","36297","Green","3","7962039","Materials for 7962039","9","39183","Green","2023-05-03T11:23:46.371Z","Material"
"MATERIAL_7998944_1","1679052226458","MATERIAL_7998944_1","7998944","5","[""48-PSE-96961""]","9","1679052226458","32506","false","2023-03-04T11:23:46.458Z","31135","Green","6","7998944","Materials for 7998944","10","33274","Green","2023-03-04T11:23:46.458Z","Material"
"MATERIAL_8133612_1","1679052226339","MATERIAL_8133612_1","8133612","4","[""23-LAL-92521""]","8","1679052226339","30602","false","2023-03-28T11:23:46.339Z","34791","Green","5","8133612","Materials for 8133612","9","35220","Green","2023-03-28T11:23:46.339Z","Material"
"MATERIAL_8169775_7","1679052226476","MATERIAL_8169775_7","8169775","3","[""23-FE-9106-39""]","","1679052226476","","false","2023-05-19T11:23:46.476Z","","Orange","4","8169775","Materials for 8169775","","32135","Orange","2023-05-19T11:23:46.476Z","Material"
"MATERIAL_8232407_1","1679052226415","MATERIAL_8232407_1","8232407","4","[""23-FSL-96141""]","6","1679052226415","37579","false","2023-05-04T11:23:46.415Z","19020","Green","5","8232407","Materials for 8232407","7","39489","Green","2023-05-04T11:23:46.415Z","Material"
"MATERIAL_8232407_4","1679052226415","MATERIAL_8232407_4","8232407","5","[""23-FSL-96141""]","1","1679052226415","21973","false","2023-05-04T11:23:46.415Z","36952","Green","6","8232407","Materials for 8232407","2","38133","Green","2023-05-04T11:23:46.415Z","Material"
"MATERIAL_8305445_3","1679052226383","MATERIAL_8305445_3","8305445","4","[""23-KA-9101-M01-62C""]","2","1679052226383","37474","false","2023-03-10T11:23:46.383Z","21254","Green","5","8305445","Materials for 8305445","3","37790","Green","2023-03-10T11:23:46.383Z","Material"
"MATERIAL_8363380_4","1679052226420","MATERIAL_8363380_4","8363380","4","[""45-V-90352""]","5","1679052226420","33335","false","2023-03-06T11:23:46.420Z","23674","Green","5","8363380","Materials for 8363380","6","18173","Green","2023-03-06T11:23:46.420Z","Material"
"MATERIAL_8363380_5","1679052226420","MATERIAL_8363380_5","8363380","1","[""45-V-90352""]","3","1679052226420","31261","false","2023-03-06T11:23:46.420Z","19467","Green","2","8363380","Materials for 8363380","4","20955","Green","2023-03-06T11:23:46.420Z","Material"
"MATERIAL_8437319_4","1679052226475","MATERIAL_8437319_4","8437319","4","[""PH-S-1305""]","6","1679052226475","31764","false","2023-04-29T11:23:46.475Z","12904","Green","5","8437319","Materials for 8437319","7","30865","Green","2023-04-29T11:23:46.475Z","Material"
"MATERIAL_8445182_0","1679052226387","MATERIAL_8445182_0","8445182","3","[""23-TE-96103-01""]","3","1679052226387","33223","false","2023-04-25T11:23:46.387Z","25150","Green","4","8445182","Materials for 8445182","4","28756","Green","2023-04-25T11:23:46.387Z","Material"
"MATERIAL_8445182_1","1679052226387","MATERIAL_8445182_1","8445182","4","[""23-TE-96103-01""]","4","1679052226387","25526","false","2023-04-25T11:23:46.387Z","16860","Green","5","8445182","Materials for 8445182","5","25914","Green","2023-04-25T11:23:46.387Z","Material"
"MATERIAL_8458404_4","1679052226389","MATERIAL_8458404_4","8458404","5","[""23-ZT-92538""]","1","1679052226389","23825","false","2023-05-12T11:23:46.388Z","35448","Green","6","8458404","Materials for 8458404","2","23797","Green","2023-05-12T11:23:46.388Z","Material"
"MATERIAL_8461157_0","1679052226477","MATERIAL_8461157_0","8461157","3","[""23-PT-96150-01""]","9","1679052226477","21242","false","2023-05-23T11:23:46.477Z","14568","Green","4","8461157","Materials for 8461157","10","31432","Green","2023-05-23T11:23:46.477Z","Material"
"MATERIAL_8473646_1","1679052226458","MATERIAL_8473646_1","8473646","1","[""23-TE-96115-02""]","5","1679052226458","37084","false","2023-02-28T11:23:46.458Z","33302","Green","2","8473646","Materials for 8473646","6","30503","Green","2023-02-28T11:23:46.458Z","Material"
"MATERIAL_8496556_3","1679052226388","MATERIAL_8496556_3","8496556","2","[""23-TT-92537""]","5","1679052226388","30027","false","2023-05-06T11:23:46.388Z","15502","Green","3","8496556","Materials for 8496556","6","14676","Green","2023-05-06T11:23:46.388Z","Material"
"MATERIAL_8538016_1","1679052226391","MATERIAL_8538016_1","8538016","4","[""23-XT-96124""]","4","1679052226391","23635","false","2023-02-28T11:23:46.391Z","23525","Green","5","8538016","Materials for 8538016","5","13864","Green","2023-02-28T11:23:46.391Z","Material"
"MATERIAL_8538016_5","1679052226391","MATERIAL_8538016_5","8538016","2","[""23-XT-96124""]","7","1679052226391","26526","false","2023-02-28T11:23:46.391Z","36913","Green","3","8538016","Materials for 8538016","8","12501","Green","2023-02-28T11:23:46.391Z","Material"
"MATERIAL_8556272_1","1679052226476","MATERIAL_8556272_1","8556272","5","[""23-TE-96113-03""]","9","1679052226476","34580","false","2023-05-15T11:23:46.476Z","22656","Green","6","8556272","Materials for 8556272","10","37349","Green","2023-05-15T11:23:46.476Z","Material"
"MATERIAL_8556272_4","1679052226476","MATERIAL_8556272_4","8556272","3","[""23-TE-96113-03""]","7","1679052226476","21999","false","2023-05-15T11:23:46.476Z","15264","Green","4","8556272","Materials for 8556272","8","27087","Green","2023-05-15T11:23:46.476Z","Material"
"MATERIAL_8713361_0","1679052226350","MATERIAL_8713361_0","8713361","2","[""23-TE-96137-02""]","8","1679052226350","37665","false","2023-03-06T11:23:46.350Z","29376","Green","3","8713361","Materials for 8713361","9","27701","Green","2023-03-06T11:23:46.350Z","Material"
"MATERIAL_8713361_1","1679052226350","MATERIAL_8713361_1","8713361","2","[""23-TE-96137-02""]","5","1679052226350","28872","false","2023-03-06T11:23:46.350Z","35365","Green","3","8713361","Materials for 8713361","6","17796","Green","2023-03-06T11:23:46.350Z","Material"
"MATERIAL_8713361_3","1679052226350","MATERIAL_8713361_3","8713361","2","[""23-TE-96137-02""]","4","1679052226350","19712","false","2023-03-06T11:23:46.350Z","39388","Green","3","8713361","Materials for 8713361","5","14418","Green","2023-03-06T11:23:46.350Z","Material"
"MATERIAL_8726656_5","1679052226460","MATERIAL_8726656_5","8726656","4","[""23-PAH-92532""]","7","1679052226460","30093","false","2023-03-19T11:23:46.459Z","12340","Green","5","8726656","Materials for 8726656","8","35829","Green","2023-03-19T11:23:46.459Z","Material"
"MATERIAL_8817124_0","1679052226414","MATERIAL_8817124_0","8817124","4","[""23-XY-92543-03""]","3","1679052226414","21250","false","2023-04-28T11:23:46.414Z","17124","Green","5","8817124","Materials for 8817124","4","10959","Green","2023-04-28T11:23:46.414Z","Material"
"MATERIAL_8857322_0","1679052226461","MATERIAL_8857322_0","8857322","5","[""23-YVX-92545""]","5","1679052226461","25352","false","2023-04-09T11:23:46.461Z","25947","Green","6","8857322","Materials for 8857322","6","32475","Green","2023-04-09T11:23:46.461Z","Material"
"MATERIAL_8857322_4","1679052226461","MATERIAL_8857322_4","8857322","3","[""23-YVX-92545""]","7","1679052226461","24954","false","2023-04-09T11:23:46.461Z","37991","Green","4","8857322","Materials for 8857322","8","14348","Green","2023-04-09T11:23:46.461Z","Material"
"MATERIAL_8868309_7","1679052226417","MATERIAL_8868309_7","8868309","3","[""23-GE-9110A""]","","1679052226417","","false","2023-07-28T11:23:46.417Z","","Red","4","8868309","Materials for 8868309","","22705","Orange","2023-07-28T11:23:46.417Z","Material"
"MATERIAL_8962149_0","1679052226458","MATERIAL_8962149_0","8962149","4","[""23-ZAHH-96107-02""]","4","1679052226458","27553","false","2023-02-26T11:23:46.458Z","24283","Green","5","8962149","Materials for 8962149","5","37678","Green","2023-02-26T11:23:46.458Z","Material"
"MATERIAL_9058507_6","1679052226481","MATERIAL_9058507_6","9058507","3","[""23-PDT-92502""]","","1679052226481","","false","2023-04-07T11:23:46.481Z","","Orange","4","9058507","Materials for 9058507","","26680","Orange","2023-04-07T11:23:46.481Z","Material"
"MATERIAL_9092818_7","1679052226422","MATERIAL_9092818_7","9092818","2","[""23-PT-96156-02""]","","1679052226422","","false","2023-06-05T11:23:46.422Z","","Red","3","9092818","Materials for 9092818","","24176","Orange","2023-06-05T11:23:46.422Z","Material"
"MATERIAL_9143676_4","1679052226475","MATERIAL_9143676_4","9143676","3","[""23-TT-96181-03""]","8","1679052226475","29090","false","2023-04-26T11:23:46.475Z","17100","Green","4","9143676","Materials for 9143676","9","11364","Green","2023-04-26T11:23:46.475Z","Material"
"MATERIAL_9149083_6","1679052226488","MATERIAL_9149083_6","9149083","3","[""23-TAH-96104""]","9","1679052226488","31969","false","2023-05-28T11:23:46.488Z","32208","Green","4","9149083","Materials for 9149083","10","25799","Green","2023-05-28T11:23:46.488Z","Material"
"MATERIAL_9210335_4","1679052226385","MATERIAL_9210335_4","9210335","4","[""23-PCV-96160""]","9","1679052226385","13961","false","2023-04-08T11:23:46.385Z","15445","Green","5","9210335","Materials for 9210335","10","25799","Green","2023-04-08T11:23:46.385Z","Material"
"MATERIAL_9543643_3","1679052226350","MATERIAL_9543643_3","9543643","3","[""23-EZSL-92551B""]","7","1679052226350","36345","false","2023-03-11T11:23:46.350Z","22391","Green","4","9543643","Materials for 9543643","8","14234","Green","2023-03-11T11:23:46.350Z","Material"
"MATERIAL_9618867_0","1679052226472","MATERIAL_9618867_0","9618867","3","[""45-TI-96196""]","5","1679052226472","27685","false","2023-03-23T11:23:46.472Z","13296","Green","4","9618867","Materials for 9618867","6","17029","Green","2023-03-23T11:23:46.472Z","Material"
"MATERIAL_9828620_0","1679052226355","MATERIAL_9828620_0","9828620","3","[""23-YI-96106-02""]","3","1679052226355","30278","false","2023-04-30T11:23:46.355Z","29305","Green","4","9828620","Materials for 9828620","4","32054","Green","2023-04-30T11:23:46.355Z","Material"
"MATERIAL_9884948_2","1679052226458","MATERIAL_9884948_2","9884948","2","[""23-FO-92445""]","7","1679052226458","39627","false","2023-02-28T11:23:46.458Z","34655","Green","3","9884948","Materials for 9884948","8","13407","Green","2023-02-28T11:23:46.458Z","Material"
"MATERIAL_9884948_4","1679052226458","MATERIAL_9884948_4","9884948","4","[""23-FO-92445""]","","1679052226458","","false","2023-02-28T11:23:46.458Z","","Orange","5","9884948","Materials for 9884948","","27684","Orange","2023-02-28T11:23:46.458Z","Material"
"MATERIAL_9889966_1","1679052226477","MATERIAL_9889966_1","9889966","2","[""23-FE-96151""]","1","1679052226477","35747","false","2023-06-02T11:23:46.477Z","36776","Green","3","9889966","Materials for 9889966","2","16778","Green","2023-06-02T11:23:46.477Z","Material"
"MATERIAL_9951281_0","1679052226423","MATERIAL_9951281_0","9951281","2","[""23-XA-92543-07""]","6","1679052226423","20435","false","2023-04-18T11:23:46.423Z","10485","Green","3","9951281","Materials for 9951281","7","10053","Green","2023-04-18T11:23:46.423Z","Material"
"MATERIAL_9983026_5","1679052226386","MATERIAL_9983026_5","9983026","2","[""23-PI-92504""]","2","1679052226386","14017","false","2023-04-10T11:23:46.385Z","14943","Green","3","9983026","Materials for 9983026","3","39482","Green","2023-04-10T11:23:46.385Z","Material"
"MATERIAL_9998805_4","1679052226471","MATERIAL_9998805_4","9998805","2","[""23-LT-92529-01""]","9","1679052226471","10829","false","2023-03-03T11:23:46.471Z","34799","Green","3","9998805","Materials for 9998805","10","26903","Green","2023-03-03T11:23:46.471Z","Material"
"MATERIAL_10113884_1","1679052226477","MATERIAL_10113884_1","10113884","3","[""23-PC-9109-M01""]","8","1679052226477","31567","false","2023-05-25T11:23:46.477Z","38601","Green","4","10113884","Materials for 10113884","9","32903","Green","2023-05-25T11:23:46.477Z","Material"
"MATERIAL_10263717_1","1679052226477","MATERIAL_10263717_1","10263717","3","[""23-NY-96144""]","9","1679052226477","37359","false","2023-05-21T11:23:46.476Z","23796","Green","4","10263717","Materials for 10263717","10","13264","Green","2023-05-21T11:23:46.476Z","Material"
"MATERIAL_11533691_0","1679052226469","MATERIAL_11533691_0","11533691","4","[""23-FAL-92537-02""]","3","1679052226469","17227","false","2023-06-04T11:23:46.469Z","39579","Green","5","11533691","Materials for 11533691","4","24648","Green","2023-06-04T11:23:46.469Z","Material"
"MATERIAL_11870235_5","1679052226383","MATERIAL_11870235_5","11870235","1","[""PH-S-1400""]","4","1679052226383","33424","false","2023-03-04T11:23:46.383Z","17180","Green","2","11870235","Materials for 11870235","5","23654","Green","2023-03-04T11:23:46.383Z","Material"
"MATERIAL_122522_3","1679052226327","MATERIAL_122522_3","122522","3","[""LOR_NORWAY_SYSTEM_021_21PT1019""]","7","1679052226327","13560","false","2023-02-24T11:23:46.327Z","18430","Green","4","122522","Materials for 122522","8","36404","Green","2023-02-24T11:23:46.327Z","Material"
"MATERIAL_12593602_8","1679052226341","MATERIAL_12593602_8","12593602","3","[""23-ESDV-92551B""]","","1679052226341","","false","2023-04-04T11:23:46.341Z","","Orange","4","12593602","Materials for 12593602","","35667","Orange","2023-04-04T11:23:46.341Z","Material"
"MATERIAL_12777327_0","1679052226359","MATERIAL_12777327_0","12777327","3","[""23-TAHH-96103-03""]","5","1679052226359","11909","false","2023-02-26T11:23:46.359Z","30866","Green","4","12777327","Materials for 12777327","6","36773","Green","2023-02-26T11:23:46.359Z","Material"
"MATERIAL_13042034_6","1679052226407","MATERIAL_13042034_6","13042034","3","[""23-TI-92512""]","","1679052226407","","false","2023-04-17T11:23:46.407Z","","Orange","4","13042034","Materials for 13042034","","10077","Orange","2023-04-17T11:23:46.407Z","Material"
"MATERIAL_13066019_8","1679052226424","MATERIAL_13066019_8","13066019","4","[""23-EZSL-92521""]","","1679052226424","","false","2023-04-19T11:23:46.423Z","","Orange","5","13066019","Materials for 13066019","","10251","Orange","2023-04-19T11:23:46.423Z","Material"
"MATERIAL_13163786_5","1679052226482","MATERIAL_13163786_5","13163786","2","[""LOR_NORWAY_SYSTEM_011_11-ESDV-11095""]","","1679052226482","","false","2023-04-18T11:23:46.482Z","","Orange","3","13163786","Materials for 13163786","","32598","Orange","2023-04-18T11:23:46.482Z","Material"
"MATERIAL_13209548_0","1679052226369","MATERIAL_13209548_0","13209548","1","[""23-PI-92537""]","9","1679052226369","26678","false","2023-04-11T11:23:46.369Z","29457","Green","2","13209548","Materials for 13209548","10","34970","Green","2023-04-11T11:23:46.369Z","Material"
"MATERIAL_13602166_3","1679052226418","MATERIAL_13602166_3","13602166","1","[""23-LAHH-92523-02""]","8","1679052226418","37900","false","2023-06-09T11:23:46.418Z","11609","Green","2","13602166","Materials for 13602166","9","21290","Green","2023-06-09T11:23:46.418Z","Material"
"MATERIAL_14629441_1","1679052226421","MATERIAL_14629441_1","14629441","2","[""LOR_NORWAY_SYSTEM_011_11-PSV-12053""]","8","1679052226421","37303","false","2023-03-20T11:23:46.421Z","16296","Green","3","14629441","Materials for 14629441","9","23650","Green","2023-03-20T11:23:46.421Z","Material"
"MATERIAL_14765168_5","1679052226407","MATERIAL_14765168_5","14765168","5","[""23-PT-92539""]","3","1679052226407","27436","false","2023-04-16T11:23:46.407Z","37816","Green","6","14765168","Materials for 14765168","4","35611","Green","2023-04-16T11:23:46.407Z","Material"
"MATERIAL_15048220_1","1679052226423","MATERIAL_15048220_1","15048220","4","[""23-EZSH-92551B""]","9","1679052226423","25577","false","2023-04-17T11:23:46.423Z","21550","Green","5","15048220","Materials for 15048220","10","39520","Green","2023-04-17T11:23:46.423Z","Material"
"MATERIAL_15048220_4","1679052226423","MATERIAL_15048220_4","15048220","4","[""23-EZSH-92551B""]","4","1679052226423","18396","false","2023-04-17T11:23:46.423Z","22816","Green","5","15048220","Materials for 15048220","5","23712","Green","2023-04-17T11:23:46.423Z","Material"
"MATERIAL_15666983_3","1679052226390","MATERIAL_15666983_3","15666983","4","[""LOR_NORWAY_SYSTEM_011_11-PSV-12040""]","6","1679052226390","36212","false","2023-05-30T11:23:46.390Z","27156","Green","5","15666983","Materials for 15666983","7","22051","Green","2023-05-30T11:23:46.390Z","Material"
"MATERIAL_16565824_3","1679052226447","MATERIAL_16565824_3","16565824","1","[""23-PDI-92551""]","3","1679052226447","20961","false","2023-05-09T11:23:46.447Z","32412","Green","2","16565824","Materials for 16565824","4","22608","Green","2023-05-09T11:23:46.447Z","Material"
"MATERIAL_16863962_2","1679052226461","MATERIAL_16863962_2","16863962","4","[""23-FS-92543-07""]","9","1679052226461","22372","false","2023-04-07T11:23:46.461Z","37179","Green","5","16863962","Materials for 16863962","10","27884","Green","2023-04-07T11:23:46.461Z","Material"
"MATERIAL_17069455_1","1679052226469","MATERIAL_17069455_1","17069455","3","[""60-EN-9010A+24B1""]","1","1679052226469","37233","false","2023-06-04T11:23:46.469Z","35703","Green","4","17069455","Materials for 17069455","2","23080","Green","2023-06-04T11:23:46.469Z","Material"
"MATERIAL_17465968_5","1679052226446","MATERIAL_17465968_5","17465968","1","[""23-PT-96160-01""]","","1679052226446","","false","2023-04-26T11:23:46.446Z","","Orange","2","17465968","Materials for 17465968","","14541","Orange","2023-04-26T11:23:46.446Z","Material"
"MATERIAL_17840812_0","1679052226482","MATERIAL_17840812_0","17840812","2","[""45-V-90353""]","9","1679052226482","36324","false","2023-04-24T11:23:46.482Z","10059","Green","3","17840812","Materials for 17840812","10","14286","Green","2023-04-24T11:23:46.482Z","Material"
"MATERIAL_17971010_4","1679052226488","MATERIAL_17971010_4","17971010","2","[""23-FO-92545""]","9","1679052226488","17244","false","2023-05-21T11:23:46.488Z","33864","Green","3","17971010","Materials for 17971010","10","17437","Green","2023-05-21T11:23:46.488Z","Material"
"MATERIAL_18330589_3","1679052226478","MATERIAL_18330589_3","18330589","3","[""23-PI-92536""]","8","1679052226478","35132","false","2023-03-02T11:23:46.478Z","20783","Green","4","18330589","Materials for 18330589","9","19442","Green","2023-03-02T11:23:46.478Z","Material"
"MATERIAL_18330589_6","1679052226478","MATERIAL_18330589_6","18330589","3","[""23-PI-92536""]","6","1679052226478","26040","false","2023-03-02T11:23:46.478Z","29229","Green","4","18330589","Materials for 18330589","7","20134","Green","2023-03-02T11:23:46.478Z","Material"
"MATERIAL_18368635_6","1679052226480","MATERIAL_18368635_6","18368635","4","[""LOR_NORWAY_SYSTEM_011_11-PSV-10029""]","7","1679052226480","20556","false","2023-03-18T11:23:46.480Z","35320","Green","5","18368635","Materials for 18368635","8","23391","Green","2023-03-18T11:23:46.480Z","Material"
"MATERIAL_18456006_2","1679052226469","MATERIAL_18456006_2","18456006","3","[""23-FS-92543-08""]","8","1679052226469","22713","false","2023-06-02T11:23:46.469Z","11480","Green","4","18456006","Materials for 18456006","9","26915","Green","2023-06-02T11:23:46.469Z","Material"
"MATERIAL_19010379_6","1679052226464","MATERIAL_19010379_6","19010379","4","[""LOR_NORWAY_SYSTEM_011_11-XV-12040""]","","1679052226464","","false","2023-05-11T11:23:46.464Z","","Orange","5","19010379","Materials for 19010379","","34167","Orange","2023-05-11T11:23:46.464Z","Material"
"MATERIAL_19175057_0","1679052226471","MATERIAL_19175057_0","19175057","3","[""23-1ST_STAGE_COMP_LUBE_OIL_SYS-PH""]","3","1679052226471","11472","false","2023-03-13T11:23:46.471Z","16833","Green","4","19175057","Materials for 19175057","4","12681","Green","2023-03-13T11:23:46.471Z","Material"
"MATERIAL_19277971_2","1679052226390","MATERIAL_19277971_2","19277971","2","[""LOR_NORWAY_SYSTEM_021_212-VD-9365-H05""]","3","1679052226390","25789","false","2023-05-29T11:23:46.390Z","15794","Green","3","19277971","Materials for 19277971","4","24448","Green","2023-05-29T11:23:46.390Z","Material"
"MATERIAL_19553112_1","1679052226475","MATERIAL_19553112_1","19553112","2","[""23-EXY-92551B-03""]","7","1679052226475","30644","false","2023-05-06T11:23:46.475Z","10826","Green","3","19553112","Materials for 19553112","8","38422","Green","2023-05-06T11:23:46.475Z","Material"
