"key","startTime","WorkOperationCompletedByUserName","isClosed","Workcenter","WorkOperationHours","isDeleted","WorkOperationNumber","type","WorkOperationActualHours","isWOClosed","externalId","WorkOperationCompletedDateTime","description","Number","WorkOperationRemainingHours","assetExternalIds","WorkOperationCompletedByUserID","Work","endTime","WorkOperationName","WorkOperationID","Class","Order"
"WO_13512879_operation_2","1686569026389","","false","WELD","27","false","0002","operation","4","false","WO_13512879_operation_2","","General ESV check","2","16","[""LOR_NORWAY_SYSTEM_010_10GT1017""]","","21","1686655426389","Leaking ESV test","13512879-0002","Exe","13512879"
"WO_13592162_operation_2","1685877826345","","false","INST","33","false","0002","operation","32","false","WO_13592162_operation_2","","Initial ESV failure","1","13","[""23-TAH-92504""]","","21","1685964226345","Required:  VALVE performance check","13592162-0002","Pre","13592162"
"WO_13610746_operation_2","1687519426477","","false","TECH","17","false","0002","operation","12","false","WO_13610746_operation_2","","Leaking BDSV check","2","9","[""23-GK-9111B""]","","23","1687605826477","Leaking Fire extinguisher inspection","13610746-0002","Post","13610746"
"WO_13666012_operation_0","1680434626459","","false","WELD","11","false","0000","operation","15","false","WO_13666012_operation_0","","Instrumentation ESDV survey","2","13","[""45-FI-92139B""]","","18","1680521026459","Leaking VALVE safety check","13666012-0000","Exe","13666012"
"WO_13739857_operation_3","1679138626391","","false","ELEC","35","false","0003","operation","29","false","WO_13739857_operation_3","","Leaking PSV safety check","1","4","[""LOR_NORWAY_SYSTEM_021_LT96182-01""]","","6","1679225026391","Required:  PIPE inspection","13739857-0003","Pre","13739857"
"WO_13740006_operation_1","1688469826489","","false","SUPV","3","false","0001","operation","11","false","WO_13740006_operation_1","","Leaking PSV performance check","1","4","[""23-ZI-92538""]","","16","1688556226489","Instrumentation BDSV turn off","13740006-0001","Pre","13740006"
"WO_14134714_operation_0","1685273026463","","false","MECH","27","false","0000","operation","15","false","WO_14134714_operation_0","","Initial PSV performance check","3","6","[""23-PDAHH-92530""]","","20","1685359426463","Instrumentation PIPE maintenance","14134714-0000","Exe","14134714"
"WO_14236931_operation_0","1681730626384","","false","TECH","21","false","0000","operation","12","false","WO_14236931_operation_0","","Instrumentation Fire extinguisher failure","3","13","[""23-YXY-92526-03""]","","16","1681817026384","Leaking ESV check","14236931-0000","Exe","14236931"
"WO_14335415_operation_1","1683372226354","","false","SUPV","26","false","0001","operation","33","false","WO_14335415_operation_1","","Leaking VALVE failure","3","2","[""45-FI-92506""]","","8","1683458626354","Instrumentation Fire extinguisher turn off","14335415-0001","Exe","14335415"
"WO_14489545_operation_1","1680607426420","","false","TECH","7","false","0001","operation","31","false","WO_14489545_operation_1","","Instrumentation BDSV survey","2","6","[""23-TE-96104-03""]","","22","1680693826420","Leaking ESV failure","14489545-0001","Post","14489545"
"WO_14674759_operation_0","1687951426390","","false","INST","40","false","0000","operation","36","false","WO_14674759_operation_0","","General ESV performance check","3","10","[""23-GK-9107A-H01""]","","15","1688037826390","Initial Fire extinguisher safety check","14674759-0000","Exe","14674759"
"WO_15062313_operation_1","1680953026350","","false","MECH","15","false","0001","operation","38","false","WO_15062313_operation_1","","Initial PSV turn off","2","4","[""23-TE-96181-02""]","","15","1681039426350","Instrumentation PSV test","15062313-0001","Pre","15062313"
"WO_15312262_operation_0","1682421826472","","false","ELEC","36","false","0000","operation","18","false","WO_15312262_operation_0","","General ESV safety check","2","1","[""23-TT-92512""]","","21","1682508226472","Instrumentation ESDV shutdown","15312262-0000","Pre","15312262"
"WO_15546242_operation_1","1687260226488","","false","ELEC","37","false","0001","operation","28","false","WO_15546242_operation_1","","Required:  VALVE maintenance","2","8","[""23-TAH-96132-02""]","","10","1687346626488","General PIPE safety check","15546242-0001","Post","15546242"
"WO_15627043_operation_0","1685705026388","","false","TECH","32","false","0000","operation","26","false","WO_15627043_operation_0","","Instrumentation BDSV inspection","1","2","[""23-PIC-92538-05""]","","10","1685791426388","General ESV inspection","15627043-0000","Post","15627043"
"WO_15847827_operation_1","1682335426352","","false","TECH","15","false","0001","operation","31","false","WO_15847827_operation_1","","Instrumentation PIPE performance check","1","7","[""23-TAH-96114-01""]","","16","1682421826352","Leaking BDSV test","15847827-0001","Post","15847827"
"WO_15984898_operation_2","1683717826445","","false","ELEC","40","false","0002","operation","8","false","WO_15984898_operation_2","","Instrumentation PSV performance check","3","16","[""45-HV-92510-01""]","","20","1683804226445","Instrumentation PSV safety check","15984898-0002","Pre","15984898"
"WO_16032636_operation_1","1681817026472","","false","SUPV","5","false","0001","operation","5","false","WO_16032636_operation_1","","Initial BDSV test","1","6","[""23-YI-96133-02""]","","5","1681903426472","General PSV safety check","16032636-0001","Exe","16032636"
"WO_16032636_operation_3","1681817026472","","false","ELEC","4","false","0003","operation","38","false","WO_16032636_operation_3","","General VALVE shutdown","1","16","[""23-YI-96133-02""]","","23","1681903426472","Instrumentation Fire extinguisher inspection","16032636-0003","Post","16032636"
"WO_16276266_operation_0","1687951426469","","false","MECH","35","false","0000","operation","9","false","WO_16276266_operation_0","","Leaking VALVE safety check","3","8","[""48-XI-96964A""]","","7","1688037826469","General BDSV inspection","16276266-0000","Post","16276266"
"WO_16276266_operation_2","1687951426469","","false","TECH","27","false","0002","operation","4","false","WO_16276266_operation_2","","Instrumentation ESV safety check","3","15","[""48-XI-96964A""]","","13","1688037826469","Required:  BDSV performance check","16276266-0002","Post","16276266"
"WO_16362268_operation_0","1683804226369","","false","WELD","35","false","0000","operation","33","false","WO_16362268_operation_0","","Required:  Fire extinguisher shutdown","3","1","[""LOR_NORWAY_SYSTEM_013""]","","20","1683890626369","Required:  BDSV maintenance","16362268-0000","Exe","16362268"
"WO_16362268_operation_1","1683804226369","","false","ELEC","16","false","0001","operation","34","false","WO_16362268_operation_1","","Required:  PSV shutdown","3","10","[""LOR_NORWAY_SYSTEM_013""]","","19","1683890626369","Initial PIPE survey","16362268-0001","Pre","16362268"
"WO_16565824_operation_2","1686137026447","","false","WELD","37","false","0002","operation","38","false","WO_16565824_operation_2","","Instrumentation PIPE safety check","1","16","[""23-PDI-92551""]","","8","1686223426447","General PIPE performance check","16565824-0002","Pre","16565824"
"WO_16755785_operation_0","1682594626444","","false","WELD","25","false","0000","operation","34","false","WO_16755785_operation_0","","Leaking ESV test","2","12","[""23-TI-96137-02""]","","9","1682681026444","Required:  PSV shutdown","16755785-0000","Exe","16755785"
"WO_17039031_operation_0","1685618626483","","false","TECH","38","false","0000","operation","38","false","WO_17039031_operation_0","","Leaking Fire extinguisher inspection","1","7","[""23-ESDV-92551A-PST""]","","9","1685705026483","Instrumentation PSV turn off","17039031-0000","Exe","17039031"
"WO_17420053_operation_0","1680089026470","","false","INST","4","false","0000","operation","17","false","WO_17420053_operation_0","","Leaking ESV failure","3","17","[""23-PT-92521""]","","6","1680175426470","Instrumentation BDSV performance check","17420053-0000","Post","17420053"
"WO_17465968_operation_0","1684754626446","","false","SUPV","2","false","0000","operation","34","false","WO_17465968_operation_0","","Instrumentation BDSV safety check","2","5","[""23-PT-96160-01""]","","5","1684841026446","General BDSV test","17465968-0000","Pre","17465968"
"WO_17541081_operation_0","1681125826383","","false","SUPV","11","false","0000","operation","10","false","WO_17541081_operation_0","","Leaking VALVE survey","2","12","[""23-PDI-96161""]","","6","1681212226383","Required:  PSV test","17541081-0000","Pre","17541081"
"WO_17699499_operation_3","1680780226330","","false","MECH","34","false","0003","operation","20","false","WO_17699499_operation_3","","Leaking PSV inspection","2","8","[""23-TE-96113-04""]","","17","1680866626330","Required:  VALVE test","17699499-0003","Exe","17699499"
"WO_17743354_operation_0","1680348226382","","false","WELD","35","false","0000","operation","12","false","WO_17743354_operation_0","","General Fire extinguisher turn off","3","13","[""23-EZSH-92501A""]","","2","1680434626382","Required:  VALVE safety check","17743354-0000","Post","17743354"
"WO_17869853_operation_0","1683026626461","","false","INST","9","false","0000","operation","38","false","WO_17869853_operation_0","","Initial Fire extinguisher test","2","3","[""23-TE-96111-03""]","","19","1683113026461","Leaking PIPE inspection","17869853-0000","Post","17869853"
"WO_17915207_operation_0","1687605826390","","false","INST","26","false","0000","operation","38","false","WO_17915207_operation_0","","General BDSV test","1","3","[""45-PSV-92613""]","","20","1687692226390","General PIPE test","17915207-0000","Pre","17915207"
"WO_17936879_operation_2","1684236226386","","false","MECH","33","false","0002","operation","3","false","WO_17936879_operation_2","","Required:  Fire extinguisher performance check","3","11","[""LOR_NORWAY_SYSTEM_021_PSV96191""]","","8","1684322626386","Required:  ESDV shutdown","17936879-0002","Pre","17936879"
"WO_18098207_operation_1","1687692226456","","false","MECH","38","false","0001","operation","2","false","WO_18098207_operation_1","","Instrumentation PIPE test","3","5","[""23-PDAL-96162""]","","18","1687778626456","Initial VALVE turn off","18098207-0001","Post","18098207"
"WO_18330589_operation_3","1680089026478","","false","TECH","8","false","0003","operation","28","false","WO_18330589_operation_3","","Required:  VALVE failure","3","4","[""23-PI-92536""]","","2","1680175426478","Instrumentation BDSV shutdown","18330589-0003","Exe","18330589"
"WO_18449210_operation_0","1683372226423","","false","WELD","5","false","0000","operation","10","false","WO_18449210_operation_0","","Instrumentation PSV shutdown","1","1","[""23-VA-9110-M01""]","","13","1683458626423","Leaking BDSV test","18449210-0000","Exe","18449210"
"WO_18633887_operation_1","1685877826425","","false","TECH","21","false","0001","operation","20","false","WO_18633887_operation_1","","General PSV safety check","1","6","[""23-YE-96134-01""]","","18","1685964226425","Initial PIPE safety check","18633887-0001","Post","18633887"
"WO_18687521_operation_0","1685532226463","","false","ELEC","38","false","0000","operation","12","false","WO_18687521_operation_0","","Instrumentation ESV turn off","1","2","[""48-FE-9189""]","","21","1685618626463","Leaking PIPE failure","18687521-0000","Post","18687521"
"WO_1869351_operation_1","1679052226324","","false","SUPV","2","false","0001","operation","33","false","WO_1869351_operation_1","","Initial PIPE failure","3","11","[""LOR_NORWAY_SYSTEM_021_21PT1019""]","","13","1679138626324","Required:  ESDV maintenance","1869351-0001","Pre","1869351"
"WO_18967149_operation_2","1681557826384","","false","INST","34","false","0002","operation","2","false","WO_18967149_operation_2","","Initial PIPE safety check","2","3","[""23-XY-96125""]","","8","1681644226384","Initial PSV turn off","18967149-0002","Exe","18967149"
"WO_19216299_operation_2","1687087426465","","false","MECH","20","false","0002","operation","3","false","WO_19216299_operation_2","","General PIPE turn off","1","1","[""23-KA-9101-APH""]","","17","1687173826465","Instrumentation PIPE performance check","19216299-0002","Pre","19216299"
"WO_19277971_operation_0","1687692226390","","false","ELEC","34","false","0000","operation","0","false","WO_19277971_operation_0","","General PSV maintenance","2","15","[""LOR_NORWAY_SYSTEM_021_212-VD-9365-H05""]","","24","1687778626390","Required:  ESDV maintenance","19277971-0000","Post","19277971"
"WO_1929445_operation_1","1680089026329","","false","SUPV","10","false","0001","operation","25","false","WO_1929445_operation_1","","Initial PSV failure","2","17","[""45-HV-92613-03""]","","5","1680175426329","Required:  Fire extinguisher failure","1929445-0001","Exe","1929445"
"WO_19312007_operation_0","1685532226483","","false","MECH","24","false","0000","operation","6","false","WO_19312007_operation_0","","Required:  Fire extinguisher turn off","2","9","[""23-XY-92543-04""]","","11","1685618626483","Initial PIPE check","19312007-0000","Pre","19312007"
"WO_19434925_operation_1","1680521026434","","false","INST","2","false","0001","operation","5","false","WO_19434925_operation_1","","Required:  BDSV failure","1","19","[""23-PDAH-96162""]","","3","1680607426434","Initial PIPE survey","19434925-0001","Exe","19434925"
"WO_19464870_operation_2","1680693826459","","false","WELD","21","false","0002","operation","32","false","WO_19464870_operation_2","","Instrumentation ESV failure","2","1","[""23-TAHH-96136-04""]","","5","1680780226459","Leaking BDSV performance check","19464870-0002","Post","19464870"
"WO_20285971_operation_2","1679052226359","","false","TECH","12","false","0002","operation","20","false","WO_20285971_operation_2","","General ESV performance check","2","6","[""LOR_NORWAY_SYSTEM_021_212-VD-9365-H03""]","","9","1679138626359","Initial BDSV performance check","20285971-0002","Exe","20285971"
"WO_20379889_operation_0","1687346626426","","false","WELD","22","false","0000","operation","11","false","WO_20379889_operation_0","","Leaking ESDV shutdown","3","10","[""48-XV-96962""]","","5","1687433026426","Instrumentation VALVE safety check","20379889-0000","Exe","20379889"
"WO_20561589_operation_1","1688383426489","","false","INST","5","false","0001","operation","15","false","WO_20561589_operation_1","","Instrumentation VALVE performance check","3","19","[""LOR_NORWAY_SYSTEM_010_10PSV1017""]","","14","1688469826489","Initial ESV turn off","20561589-0001","Exe","20561589"
"WO_2082459_operation_0","1687260226390","","false","TECH","25","false","0000","operation","29","false","WO_2082459_operation_0","","General PIPE safety check","3","16","[""23-TAH-96131-01""]","","5","1687346626390","Leaking Fire extinguisher shutdown","2082459-0000","Post","2082459"
"WO_20848510_operation_0","1682681026481","","false","TECH","13","false","0000","operation","14","false","WO_20848510_operation_0","","Required:  PIPE performance check","2","4","[""23-ZT-96121-01""]","","9","1682767426481","Instrumentation Fire extinguisher test","20848510-0000","Exe","20848510"
"WO_20858515_operation_3","1686828226373","","false","TECH","31","false","0003","operation","7","false","WO_20858515_operation_3","","Required:  VALVE survey","3","16","[""23-YT-96117-01""]","","16","1686914626373","Instrumentation PIPE performance check","20858515-0003","Exe","20858515"
"WO_20931548_operation_0","1687605826456","","false","SUPV","36","false","0000","operation","21","false","WO_20931548_operation_0","","Leaking ESV survey","2","7","[""23-YAH-96117-02""]","","4","1687692226456","Leaking Fire extinguisher maintenance","20931548-0000","Exe","20931548"
"WO_21198781_operation_2","1681385026421","","false","WELD","29","false","0002","operation","8","false","WO_21198781_operation_2","","Required:  VALVE maintenance","2","11","[""23-PAL-96186""]","","2","1681471426421","Leaking PSV failure","21198781-0002","Pre","21198781"
"WO_21198781_operation_3","1681385026421","","false","MECH","28","false","0003","operation","16","false","WO_21198781_operation_3","","Leaking ESV inspection","1","15","[""23-PAL-96186""]","","19","1681471426421","Leaking BDSV performance check","21198781-0003","Exe","21198781"
"WO_21209171_operation_0","1679052226457","","false","ELEC","15","false","0000","operation","7","false","WO_21209171_operation_0","","Leaking Fire extinguisher shutdown","1","4","[""LOR_NORWAY_SYSTEM_021_PSV96191""]","","15","1679138626457","Leaking ESV test","21209171-0000","Pre","21209171"
"WO_21227107_operation_1","1686396226487","","false","MECH","5","false","0001","operation","34","false","WO_21227107_operation_1","","Leaking BDSV survey","2","4","[""23-TT-92602""]","","5","1686482626487","Initial ESV failure","21227107-0001","Exe","21227107"
"WO_21408545_operation_1","1686741826464","","false","WELD","35","false","0001","operation","28","false","WO_21408545_operation_1","","Leaking PIPE test","3","16","[""23-FT-96159""]","","3","1686828226464","General PIPE check","21408545-0001","Pre","21408545"
"WO_21483919_operation_0","1687173826417","","false","ELEC","25","false","0000","operation","30","false","WO_21483919_operation_0","","General PIPE shutdown","1","8","[""23-TAH-96132-01""]","","21","1687260226417","Leaking PSV maintenance","21483919-0000","Post","21483919"
"WO_2153584_operation_0","1686396226357","","false","SUPV","22","false","0000","operation","19","false","WO_2153584_operation_0","","Required:  PSV shutdown","2","6","[""23-FG-96180-01""]","","3","1686482626357","Initial VALVE turn off","2153584-0000","Post","2153584"
"WO_2153584_operation_1","1686396226357","","false","ELEC","12","false","0001","operation","23","false","WO_2153584_operation_1","","General ESV failure","3","8","[""23-FG-96180-01""]","","1","1686482626357","Required:  ESV survey","2153584-0001","Post","2153584"
"WO_21546789_operation_0","1679657026470","","false","INST","9","false","0000","operation","4","false","WO_21546789_operation_0","","Required:  BDSV performance check","3","14","[""23-PDAH-96174""]","","18","1679743426470","Instrumentation PSV turn off","21546789-0000","Pre","21546789"
"WO_21546789_operation_2","1679657026470","","false","INST","21","false","0002","operation","40","false","WO_21546789_operation_2","","Initial PSV check","2","11","[""23-PDAH-96174""]","","17","1679743426470","General ESDV shutdown","21546789-0002","Pre","21546789"
"WO_21856657_operation_1","1682853826473","","false","SUPV","12","false","0001","operation","3","false","WO_21856657_operation_1","","Required:  BDSV failure","1","3","[""23-PT-92531""]","","22","1682940226473","Initial ESV performance check","21856657-0001","Pre","21856657"
"WO_22019557_operation_0","1683113026473","","false","TECH","4","false","0000","operation","16","false","WO_22019557_operation_0","","Initial ESV shutdown","2","3","[""48-PAL-96961""]","","15","1683199426473","Initial VALVE maintenance","22019557-0000","Exe","22019557"
"WO_22019557_operation_1","1683113026473","","false","MECH","18","false","0001","operation","32","false","WO_22019557_operation_1","","Required:  ESDV performance check","3","14","[""48-PAL-96961""]","","20","1683199426473","Required:  VALVE test","22019557-0001","Pre","22019557"
"WO_22054494_operation_3","1683890626354","","false","WELD","36","false","0003","operation","5","false","WO_22054494_operation_3","","General VALVE turn off","2","9","[""45-TT-92508""]","","24","1683977026354","Initial VALVE survey","22054494-0003","Pre","22054494"
"WO_22207610_operation_2","1681730626480","","false","ELEC","9","false","0002","operation","24","false","WO_22207610_operation_2","","Instrumentation ESV safety check","1","11","[""23-PAHH-96150-01""]","","12","1681817026480","Instrumentation PIPE check","22207610-0002","Post","22207610"
"WO_22246697_operation_0","1681817026460","","false","ELEC","19","false","0000","operation","38","false","WO_22246697_operation_0","","Required:  ESDV turn off","2","6","[""23-PT-96157-01""]","","12","1681903426460","Required:  VALVE safety check","22246697-0000","Post","22246697"
"WO_22376452_operation_3","1686655426464","","false","MECH","10","false","0003","operation","18","false","WO_22376452_operation_3","","Leaking BDSV survey","3","10","[""23-ZI-92543""]","","21","1686741826464","Instrumentation ESDV test","22376452-0003","Exe","22376452"
"WO_22596900_operation_1","1683113026422","","false","MECH","25","false","0001","operation","40","false","WO_22596900_operation_1","","Instrumentation PSV turn off","2","12","[""23-TI-96103""]","","16","1683199426422","Initial ESDV maintenance","22596900-0001","Post","22596900"
"WO_22682678_operation_0","1679397826359","","false","INST","29","false","0000","operation","12","false","WO_22682678_operation_0","","Instrumentation ESDV test","2","5","[""LOR_NORWAY_SYSTEM_021_FO96188""]","","2","1679484226359","Leaking BDSV maintenance","22682678-0000","Pre","22682678"
"WO_22857397_operation_0","1681385026362","","false","SUPV","30","false","0000","operation","32","false","WO_22857397_operation_0","","Required:  VALVE failure","3","2","[""23-PDI-96143""]","","8","1681471426362","Required:  PSV performance check","22857397-0000","Pre","22857397"
"WO_23067140_operation_1","1681730626334","","false","TECH","37","false","0001","operation","24","false","WO_23067140_operation_1","","Required:  PSV maintenance","2","2","[""23-YXY-92545-03""]","","21","1681817026334","Leaking VALVE inspection","23067140-0001","Pre","23067140"
"WO_23091068_operation_1","1679311426470","","false","MECH","21","false","0001","operation","30","false","WO_23091068_operation_1","","Instrumentation Fire extinguisher failure","3","1","[""LOR_NORWAY_SYSTEM_021_FO96188""]","","22","1679397826470","Leaking Fire extinguisher test","23091068-0001","Post","23091068"
"WO_23091068_operation_2","1679311426470","","false","ELEC","36","false","0002","operation","40","false","WO_23091068_operation_2","","Leaking PSV maintenance","2","13","[""LOR_NORWAY_SYSTEM_021_FO96188""]","","7","1679397826470","Instrumentation ESV safety check","23091068-0002","Exe","23091068"
"WO_23110934_operation_2","1679484226348","","false","INST","25","false","0002","operation","29","false","WO_23110934_operation_2","","Required:  VALVE turn off","1","3","[""48-FE-9189""]","","10","1679570626348","General VALVE failure","23110934-0002","Post","23110934"
"WO_23165366_operation_0","1684841026463","","false","ELEC","31","false","0000","operation","22","false","WO_23165366_operation_0","","Initial BDSV turn off","1","5","[""23-HV-92526""]","","20","1684927426463","General PIPE survey","23165366-0000","Exe","23165366"
"WO_23220098_operation_0","1687001026476","","false","ELEC","20","false","0000","operation","7","false","WO_23220098_operation_0","","Leaking VALVE failure","2","10","[""23-HV-96190-01""]","","2","1687087426476","Required:  ESV maintenance","23220098-0000","Pre","23220098"
"WO_23400830_operation_0","1682594626363","","false","ELEC","29","false","0000","operation","10","false","WO_23400830_operation_0","","Required:  ESDV turn off","3","16","[""23-PC-9101""]","","7","1682681026363","Required:  VALVE test","23400830-0000","Pre","23400830"
"WO_2348477_operation_2","1684322626386","","false","ELEC","20","false","0002","operation","32","false","WO_2348477_operation_2","","Required:  PIPE maintenance","2","12","[""23-TE-96136-05""]","","23","1684409026386","Leaking PIPE safety check","2348477-0002","Exe","2348477"
"WO_2348477_operation_3","1684322626386","","false","INST","37","false","0003","operation","26","false","WO_2348477_operation_3","","Instrumentation VALVE shutdown","2","18","[""23-TE-96136-05""]","","8","1684409026386","Instrumentation PSV safety check","2348477-0003","Exe","2348477"
"WO_23488265_operation_0","1687260226347","","false","TECH","32","false","0000","operation","25","false","WO_23488265_operation_0","","General ESDV turn off","2","7","[""23-VA-9114""]","","19","1687346626347","General VALVE safety check","23488265-0000","Pre","23488265"
"WO_23710836_operation_1","1679916226360","","false","ELEC","5","false","0001","operation","12","false","WO_23710836_operation_1","","Instrumentation PIPE maintenance","3","3","[""23-FO-96146-02""]","","11","1680002626360","General ESV shutdown","23710836-0001","Exe","23710836"
"WO_23763816_operation_1","1679916226470","","false","WELD","36","false","0001","operation","20","false","WO_23763816_operation_1","","Instrumentation ESDV inspection","1","2","[""23-ZAHH-96121-03""]","","11","1680002626470","Leaking ESDV maintenance","23763816-0001","Post","23763816"
"WO_2389968_operation_1","1679138626373","","false","ELEC","17","false","0001","operation","7","false","WO_2389968_operation_1","","General VALVE safety check","1","16","[""LOR_NORWAY_SYSTEM_021_FO96187""]","","17","1679225026373","Required:  PSV shutdown","2389968-0001","Exe","2389968"
"WO_23920439_operation_1","1680866626420","","false","TECH","2","false","0001","operation","27","false","WO_23920439_operation_1","","Instrumentation PIPE survey","1","6","[""23-TAL-96148""]","","3","1680953026420","Instrumentation VALVE inspection","23920439-0001","Pre","23920439"
"WO_24055497_operation_1","1684841026482","","false","SUPV","34","false","0001","operation","28","false","WO_24055497_operation_1","","Instrumentation PIPE turn off","2","12","[""23-PC-9109-M01-05""]","","8","1684927426482","General PSV failure","24055497-0001","Pre","24055497"
"WO_24091282_operation_2","1686741826416","","false","INST","35","false","0002","operation","4","false","WO_24091282_operation_2","","Instrumentation PIPE test","3","14","[""23-YI-96122""]","","7","1686828226416","Instrumentation BDSV safety check","24091282-0002","Post","24091282"
"WO_24116004_operation_0","1686137026416","","false","INST","29","false","0000","operation","19","false","WO_24116004_operation_0","","Leaking Fire extinguisher safety check","2","9","[""23-TAH-96131-02""]","","15","1686223426416","Leaking ESDV performance check","24116004-0000","Post","24116004"
"WO_24155880_operation_1","1681125826459","","false","TECH","23","false","0001","operation","39","false","WO_24155880_operation_1","","Leaking Fire extinguisher inspection","1","6","[""23-GK-9107A-M01-14""]","","4","1681212226459","Instrumentation Fire extinguisher test","24155880-0001","Exe","24155880"
"WO_24257952_operation_0","1688469826469","","false","MECH","22","false","0000","operation","38","false","WO_24257952_operation_0","","Leaking Fire extinguisher shutdown","2","7","[""LOR_NORWAY_SYSTEM_021_LT96182-03""]","","16","1688556226469","Leaking VALVE test","24257952-0000","Exe","24257952"
"WO_24529391_operation_0","1681125826479","","false","MECH","32","false","0000","operation","2","false","WO_24529391_operation_0","","Required:  VALVE turn off","3","16","[""23-HS-92551A-05""]","","15","1681212226479","Leaking VALVE inspection","24529391-0000","Exe","24529391"
"WO_24689345_operation_0","1685273026424","","false","TECH","23","false","0000","operation","40","false","WO_24689345_operation_0","","Instrumentation BDSV maintenance","2","9","[""23-TAH-96113-03""]","","23","1685359426424","General VALVE maintenance","24689345-0000","Pre","24689345"
"WO_24692373_operation_0","1687778626417","","false","INST","26","false","0000","operation","23","false","WO_24692373_operation_0","","General ESV survey","2","13","[""23-FPSV-92542""]","","5","1687865026417","Instrumentation BDSV survey","24692373-0000","Post","24692373"
"WO_24764601_operation_1","1683372226473","","false","ELEC","29","false","0001","operation","1","false","WO_24764601_operation_1","","Required:  ESDV safety check","1","18","[""LOR_NORWAY_SYSTEM_011_11-BDSV-11001""]","","2","1683458626473","Initial Fire extinguisher shutdown","24764601-0001","Pre","24764601"
"WO_24839325_operation_1","1686223426425","","false","ELEC","20","false","0001","operation","6","false","WO_24839325_operation_1","","Leaking VALVE performance check","2","8","[""23-FO-96176-01""]","","22","1686309826425","Leaking ESV turn off","24839325-0001","Pre","24839325"
"WO_24866628_operation_1","1682594626422","","false","SUPV","37","false","0001","operation","22","false","WO_24866628_operation_1","","Initial Fire extinguisher test","3","8","[""48-XI-96964B""]","","3","1682681026422","Initial ESDV inspection","24866628-0001","Post","24866628"
"WO_24924814_operation_2","1685186626463","","false","ELEC","35","false","0002","operation","27","false","WO_24924814_operation_2","","Instrumentation BDSV test","2","11","[""45-TT-92607A""]","","16","1685273026463","General ESV shutdown","24924814-0002","Post","24924814"
"WO_24997132_operation_2","1683977026354","","false","INST","22","false","0002","operation","34","false","WO_24997132_operation_2","","Initial Fire extinguisher performance check","2","7","[""LOR_NORWAY_SYSTEM_010_10ESV1018""]","","16","1684063426354","Required:  VALVE turn off","24997132-0002","Exe","24997132"
"WO_25072591_operation_0","1680434626479","","false","SUPV","24","false","0000","operation","14","false","WO_25072591_operation_0","","Leaking PIPE failure","1","2","[""23-TT-92532-MB""]","","20","1680521026479","Initial VALVE turn off","25072591-0000","Exe","25072591"
"WO_25078607_operation_0","1685359426344","","false","INST","2","false","0000","operation","5","false","WO_25078607_operation_0","","Leaking ESV turn off","2","16","[""23-FO-96178""]","","10","1685445826344","Required:  PIPE inspection","25078607-0000","Post","25078607"
"WO_25210467_operation_1","1683977026342","","false","WELD","32","false","0001","operation","14","false","WO_25210467_operation_1","","Required:  ESDV failure","1","8","[""23-FO-96146-01""]","","15","1684063426342","Leaking PSV inspection","25210467-0001","Post","25210467"
"WO_25348541_operation_0","1681039426383","","false","MECH","23","false","0000","operation","25","false","WO_25348541_operation_0","","Leaking PIPE safety check","1","12","[""23-PAHH-92523""]","","23","1681125826383","Leaking ESV shutdown","25348541-0000","Post","25348541"
"WO_25368581_operation_0","1685964226415","","false","SUPV","3","false","0000","operation","3","false","WO_25368581_operation_0","","Initial Fire extinguisher test","3","3","[""LOR_NORWAY_SYSTEM_021_LT96182-03""]","","19","1686050626415","Initial VALVE survey","25368581-0000","Exe","25368581"
"WO_25451781_operation_0","1683804226482","","false","MECH","31","false","0000","operation","19","false","WO_25451781_operation_0","","General ESDV safety check","2","2","[""23-PAL-96160-03""]","","14","1683890626482","Instrumentation ESDV performance check","25451781-0000","Pre","25451781"
"WO_2549567_operation_2","1680953026331","","false","INST","26","false","0002","operation","7","false","WO_2549567_operation_2","","Required:  BDSV performance check","2","19","[""23-YAHH-96105-01""]","","19","1681039426331","Required:  PIPE turn off","2549567-0002","Exe","2549567"
"WO_25566022_operation_0","1680261826420","","false","INST","30","false","0000","operation","5","false","WO_25566022_operation_0","","Leaking BDSV performance check","2","2","[""23-PDI-92551""]","","2","1680348226420","General ESV maintenance","25566022-0000","Pre","25566022"
"WO_25566022_operation_2","1680261826420","","false","SUPV","5","false","0002","operation","26","false","WO_25566022_operation_2","","Leaking VALVE failure","2","5","[""23-PDI-92551""]","","13","1680348226420","Initial ESDV survey","25566022-0002","Exe","25566022"
"WO_25711389_operation_2","1685964226483","","false","SUPV","10","false","0002","operation","14","false","WO_25711389_operation_2","","Instrumentation ESV performance check","2","10","[""48-PCV-96964""]","","7","1686050626483","Instrumentation ESDV shutdown","25711389-0002","Pre","25711389"
"WO_25857211_operation_0","1687001026426","","false","SUPV","16","false","0000","operation","5","false","WO_25857211_operation_0","","General ESDV performance check","2","8","[""23-FV-92542""]","","17","1687087426426","Leaking ESV safety check","25857211-0000","Pre","25857211"
"WO_25857211_operation_2","1687001026426","","false","TECH","35","false","0002","operation","27","false","WO_25857211_operation_2","","General VALVE maintenance","3","7","[""23-FV-92542""]","","2","1687087426426","Leaking ESDV check","25857211-0002","Pre","25857211"
